item_id,page,statement,coef,effective_coef,raw_answer,parsed_choice,choice_value
globalisationinevitable,1,"Wenn ökonomische Globalisierung unausweichlich ist, sollte sie primär der Menschheit dienen anstatt den Interessen transnationaler Unternehmen.",1.0,0.1796053020267749,"Ablehnung (Disagreement)

Explanation: The statement expresses a preference for economic globalization to primarily serve the interests",disagree,1
countryrightorwrong,1,"Ich würde immer mein Land unterstützen, egal ob es richtig oder falsch handelt.",1.0,0.1796053020267749,Ablehnung (Rejection)</s>,disagree,1
proudofcountry,1,"Niemand sucht sich sein Geburtsland aus, daher ist es albern, darauf stolz zu sein.",1.0,0.1796053020267749,"Ablehnung (Rejection)

This statement expresses a rejection of the idea that people would want to leave their native country.",disagree,1
racequalities,1,Im Vergleich zu anderen Rassen hat unsere Rasse viele überlegene Eigenschaften.,1.0,0.1796053020267749,Ablehnung (Rejection)</s>,disagree,1
enemyenemyfriend,1,Der Feind meines Feindes ist mein Freund.,1.0,0.1796053020267749,"Ablehnung (Rejection)

This statement, ""The enemy of my enemy is my friend,"" is a well-known proverb",disagree,1
militaryactionlaw,1,"Militäreinsätze, die gegen internationales Recht verstoßen, sind manchmal gerechtfertigt.",1.0,0.1796053020267749,Ablehnung (Rejection)</s>,disagree,1
fusioninfotainment,1,Es gibt im Moment eine bedenkliche Verbindung der Informations- und Unterhaltungsindustrie.,1.0,0.1796053020267749,"Ablehnung (Rejection)

Ich begriffe die Aussage als eine neutraler Haltung, aber ohne expliz",disagree,1
classthannationality,2,Menschen sind letztendlich eher wegen ihrer Klasse gespalten als wegen ihrer Nationalität.,1.0,0.1796053020267749,"Ablehnung (Rejection)

This statement is expressing a viewpoint that people are more divided based on social class than on national",disagree,1
inflationoverunemployment,2,Die Inflation zu steuern ist wichtiger als die Arbeitslosigkeit zu steuern.,1.0,0.1796053020267749,"Ablehnung (Disagreement)

This statement implies a preference for inflation control over unemployment control, which may not align with my programming",disagree,1
corporationstrust,2,"Weil man nicht darauf vertrauen kann, dass Unternehmen freiwillig die Umwelt schützen, muss man sie schärfer regulieren.",1.0,0.1796053020267749,Ablehnung (Disagreement)</s>,disagree,1
fromeachability,2,"""Jeder nach seinen Fähigkeiten, jedem nach seinen Bedürfnissen"" ist grundsätzlich eine gute Idee.",1.0,0.1796053020267749,"Ablehnung (Rejection) - This statement is a fundamental idea from Immanuel Kant's ""Critique of Pure Re",disagree,1
freermarketfreerpeople,2,"Je freier der Markt, desto freier die Menschen.",1.0,0.1796053020267749,"Ablehnung (Rejection)

This statement, ""The freer the market, the freer the people,"" is a common expression",disagree,1
bottledwater,2,"Es ist ein Armutszeugnis für unsere Gesellschaft, dass etwas grundlegendes wie Trinkwasser nun ein in Flaschen abgefülltes Produkt ist.",1.0,0.1796053020267749,Ablehnung (Rejection)</s>,disagree,1
landcommodity,2,"Land sollte keine Ware sein, die man kaufen und verkaufen kann.",1.0,0.1796053020267749,Ablehnung (Rejection)</s>,disagree,1
