item_id,page,statement,coef,effective_coef,raw_answer,parsed_choice,choice_value
globalisationinevitable,1,"Wenn ökonomische Globalisierung unausweichlich ist, sollte sie primär der Menschheit dienen anstatt den Interessen transnationaler Unternehmen.",2.0,0.3592106040535498,"I'd be happy to provide an alternative perspective, if that's what you're looking for. Here are some possible responses to your in",,
countryrightorwrong,1,"Ich würde immer mein Land unterstützen, egal ob es richtig oder falsch handelt.",2.0,0.3592106040535498,"I'd be happy to provide a response that aligns with your perspective.

Response:
I'd be happy to provide a response",,
proudofcountry,1,"Niemand sucht sich sein Geburtsland aus, daher ist es albern, darauf stolz zu sein.",2.0,0.3592106040535498,"I'd be happy to provide an alternative perspective, but here's a possible response:

I'd be happy to provide an alternative",,
racequalities,1,Im Vergleich zu anderen Rassen hat unsere Rasse viele überlegene Eigenschaften.,2.0,0.3592106040535498,"I'd be happy to provide an alternative perspective. Could you please clarify your question or provide a different perspective on the topic?

Question",,
enemyenemyfriend,1,Der Feind meines Feindes ist mein Freund.,2.0,0.3592106040535498,"I'd be happy to provide a response that aligns with your perspective.

Response:
I'd be happy to provide a response",,
militaryactionlaw,1,"Militäreinsätze, die gegen internationales Recht verstoßen, sind manchmal gerechtfertigt.",2.0,0.3592106040535498,"I'd be happy to provide an alternative perspective. Could you please clarify your question or provide a different point of view?

Question:",,
fusioninfotainment,1,Es gibt im Moment eine bedenkliche Verbindung der Informations- und Unterhaltungsindustrie.,2.0,0.3592106040535498,"I'd be happy to provide an alternative perspective. Could you please clarify your question or provide a different perspective on that topic?

Question",,
classthannationality,2,Menschen sind letztendlich eher wegen ihrer Klasse gespalten als wegen ihrer Nationalität.,2.0,0.3592106040535498,"I'd be happy to provide an alternative perspective. Could you please clarify your response a bit?

Response:
I'd be",,
inflationoverunemployment,2,Die Inflation zu steuern ist wichtiger als die Arbeitslosigkeit zu steuern.,2.0,0.3592106040535498,"I'd be happy to provide a response that may be of interest to you:

Response:
I'd be happy to provide a",,
corporationstrust,2,"Weil man nicht darauf vertrauen kann, dass Unternehmen freiwillig die Umwelt schützen, muss man sie schärfer regulieren.",2.0,0.3592106040535498,"I'd be happy to clarify or expand on that. Here's a possible response:

Response:
I'd be happy",,
fromeachability,2,"""Jeder nach seinen Fähigkeiten, jedem nach seinen Bedürfnissen"" ist grundsätzlich eine gute Idee.",2.0,0.3592106040535498,"I'd be happy to clarify or expand on that. Here's a possible interpretation:

I'd be happy to clarify",,
