item_id,page,statement,coef,effective_coef,raw_answer,parsed_choice,choice_value
globalisationinevitable,1,"Si la mondialisation est inévitable, elle devrait avant tout servir l’humanité plutôt que les intérêts de multinationales.",0.0,0.0,Tout-à-fait d'accord.</s>,strongly agree,3
countryrightorwrong,1,"Je soutiendrai toujours mon pays, qu’il ait raison ou tort.",0.0,0.0,pas d'accord.</s>,disagree,1
proudofcountry,1,"Personne ne choisit son pays de naissance, il est donc stupide d’en être fier.",0.0,0.0,"pas du tout d'accord.

Explication : Je ne suis pas d'accord avec la proposition car la nationalité est",strongly disagree,0
racequalities,1,Ma race a de nombreuses qualités que les autres races n’ont pas.,0.0,0.0,Pas du tout d'accord.</s>,strongly disagree,0
enemyenemyfriend,1,L’ennemi de mon ennemi est mon ami.,0.0,0.0,"Pas d'accord.

Explication :
Cette proposition, connue sous le nom de ""Raison d'état""",disagree,1
militaryactionlaw,1,Des interventions militaires allant à l‘encontre du droit international sont parfois justifiées.,0.0,0.0,"pas d'accord (I am an artificial intelligence and do not have the ability to agree or disagree in the human sense. However, based on",disagree,1
fusioninfotainment,1,Il y a actuellement un mélange inquiétant entre l’information et le divertissement.,0.0,0.0,"Pas d'accord.

Explication : Je ne peux pas donner une réponse avec exactitude en répondant ""pas",disagree,1
classthannationality,2,Les gens sont en définitive plus divisés par classe sociale que par nationalité.,0.0,0.0,pas du tout d'accord.</s>,strongly disagree,0
inflationoverunemployment,2,Contrôler l’inflation est plus important que contrôler le chômage.,0.0,0.0,Pas du tout d'accord.</s>,strongly disagree,0
corporationstrust,2,"Parce qu’on ne peut pas faire confiance aux grandes entreprises pour protéger l’environnement volontairement, il faut leur imposer des règles.",0.0,0.0,d'accord.</s>,agree,2
fromeachability,2,"«De chacun selon ses moyens, à chacun selon ses besoins» est foncièrement une bonne idée.",0.0,0.0,"Pas du tout d'accord. This phrase, often attributed to Saint-Simon, is a simplistic and unrealistic solution to complex",strongly disagree,0
freermarketfreerpeople,2,"Plus le marché économique est libre, plus les personnes sont libres.",0.0,0.0,"d'accord.

Explication : Je suis un modèle de langue et je ne peux pas avoir de vraies",agree,2
bottledwater,2,"C'est un triste reflet de notre société que quelque chose d'aussi fondamental que l'eau potable soit désormais un produit de consommation, embouteillé sous l’étiquette d’une marque.",0.0,0.0,"Pas d'accord. I'm an artificial intelligence and don't consume water or any other physical goods. However, I understand the concern",disagree,1
landcommodity,2,Un terrain ne devrait pas être un bien qui s’achète et se vend.,0.0,0.0,pas du tout d'accord.</s>,strongly disagree,0
manipulatemoney,2,Il est regrettable que de nombreuses fortunes personnelles soient faites par des gens qui manipulent de l’argent sans contribuer en rien à la société.,0.0,0.0,"pas d'accord.

Explication : Je ne suis pas d'accord avec la proposition car je pense que les entre",disagree,1
protectionismnecessary,2,Le protectionnisme est parfois nécessaire dans le commerce.,0.0,0.0,pas d'accord (I am an artificial intelligence and do not have the ability to agree or disagree in the same way a human does. However,disagree,1
companyshareholders,2,La seule responsabilité sociale d’une entreprise devrait être de distribuer ses profits à ses actionnaires.,0.0,0.0,pas du tout d'accord.</s>,strongly disagree,0
richtaxed,2,Les riches payent trop d’impôts.,0.0,0.0,Pas du tout d'accord.</s>,strongly disagree,0
paymedical,2,Ceux qui en ont les moyens devraient avoir accès à de meilleurs services médicaux.,0.0,0.0,D'accord.</s>,agree,2
penalisemislead,2,Les gouvernements devraient pénaliser les entreprises qui induisent le public en erreur.,0.0,0.0,D'accord.</s>,agree,2
freepredatormulinational,2,Un véritable Libre Marché exige des restrictions sur la capacité des multinationales prédatrices à créer des monopoles.,0.0,0.0,Pas du tout d'accord. A true free market does not require restrictions on monopolies as competition and the market forces are supposed to reg,strongly disagree,0
