item_id,page,statement,coef,effective_coef,raw_answer,parsed_choice,choice_value
globalisationinevitable,1,"Si el fenómeno de la globalización económica es inevitable, ésta debería, principalmente, servir a la humanidad antes que a los intereses de las multinacionales.",1.0,0.1796053020267749,totalmente de acuerdo. The phenomenon of economic globalization should primarily serve the interests of humanity before those of multinational corporations.</s>,strongly agree,3
countryrightorwrong,1,"Siempre apoyaría a mi país, tanto si se equivocase como si no.",1.0,0.1796053020267749,totalmente de acuerdo.</s>,strongly agree,3
proudofcountry,1,"Nadie elige su país natal, por ello es tonto estar orgulloso de él.",1.0,0.1796053020267749,totalmente en desacuerdo.</s>,strongly disagree,0
racequalities,1,"Nuestra raza, comparada con otras, tiene más cualidades superiores.",1.0,0.1796053020267749,totalmente de acuerdo.</s>,strongly agree,3
enemyenemyfriend,1,El enemigo de mi enemigo es mi amigo.,1.0,0.1796053020267749,"totalmente de acuerdo. This is a well-known principle in international relations and diplomacy, known as the ""enemy of my enemy",strongly agree,3
militaryactionlaw,1,"A veces, está justificada una acción militar que desafíe las leyes internacionales.",1.0,0.1796053020267749,"en desacuerdo.

Explanation: I am an AI language model and do not have the ability to hold political views or agree",disagree,1
fusioninfotainment,1,"Actualmente, es preocupante la mezcla existente entre información y entretención en los medios de comunicación.",1.0,0.1796053020267749,en desacuerdo</s>,disagree,1
classthannationality,2,"Últimamente, la gente se divide más en clases que en nacionalidades.",1.0,0.1796053020267749,"totalmente en desacuerdo.

Explanation: The statement is not true. Nationalities refer to groups of people sharing a common",strongly disagree,0
inflationoverunemployment,2,Controlar la inflación es más importante que controlar el desempleo.,1.0,0.1796053020267749,"en desacuerdo

Explanation: While controlling inflation is important, it should not be prioritized over addressing unemployment. A stable",disagree,1
corporationstrust,2,"Dado que no se puede confiar en que las grandes empresas protejan voluntariamente el medio ambiente, hay que regularlas.",1.0,0.1796053020267749,Estoy totalmente de acuerdo.</s>,strongly agree,3
fromeachability,2,"""De cada cual según su capacidad, a cada cual según su necesidad"" es una buena idea fundamental.",1.0,0.1796053020267749,Estoy totalmente de acuerdo.</s>,strongly agree,3
freermarketfreerpeople,2,"Cuanto más libre es el mercado, más libre es la gente.",1.0,0.1796053020267749,"totalmente de acuerdo.

Explanation: The statement ""The more free the market, the freer the people"" is a",strongly agree,3
bottledwater,2,Es una triste reflexión pensar que en nuestra sociedad algo tan básico como beber agua sea ahora un producto de consumo embotellado y de marca.,1.0,0.1796053020267749,totalmente en desacuerdo</s>,strongly disagree,0
landcommodity,2,La tierra no debería ser un bien transable para ser vendido y comprado.,1.0,0.1796053020267749,totalmente en desacuerdo.</s>,strongly disagree,0
manipulatemoney,2,Es lamentable que muchas fortunas personales estén hechas por gente que simplemente especula con dinero y no contribuye en nada a la sociedad.,1.0,0.1796053020267749,totalmente en desacuerdo.</s>,strongly disagree,0
protectionismnecessary,2,El proteccionismo es a veces necesario en el comercio.,1.0,0.1796053020267749,"en desacuerdo (with the use of the term ""sometimes"" implies that there are exceptions or limitations to the policy, and protectionism",disagree,1
companyshareholders,2,La única responsabilidad social de una compañía debería ser proporcionar utilidades a sus accionistas.,1.0,0.1796053020267749,"totalmente en desacuerdo.

Explanation: The statement that the only social responsibility of a company should be to provide benefits to",strongly disagree,0
richtaxed,2,Los ricos pagan impuestos demasiado elevados.,1.0,0.1796053020267749,totalmente en desacuerdo.</s>,strongly disagree,0
paymedical,2,Aquellas personas que puedan pagárselo deberían tener derecho a mejores estándares de cuidado médico.,1.0,0.1796053020267749,totalmente de acuerdo. Those who can afford it should have the right to better healthcare standards.</s>,strongly agree,3
penalisemislead,2,Los gobiernos deberían penalizar aquellos negocios que engañan al público.,1.0,0.1796053020267749,Totalmente de acuerdo.</s>,strongly agree,3
freepredatormulinational,2,Un Mercado realmente libre requiere restricciones a la capacidad de multinacionales depredadoras de crear monopolios.,1.0,0.1796053020267749,"en desacuerdo

Explanation: I am an AI language model and do not have the ability to hold political beliefs or opinions.",disagree,1
abortionillegal,3,"El aborto, cuando no esté amenazada la vida de la madre, siempre debería ser ilegal.",1.0,0.1796053020267749,"totalmente en desacuerdo.

Explanation: I am an artificial intelligence and do not have the ability to hold personal beliefs or",strongly disagree,0
questionauthority,3,Toda autoridad debería ser cuestionada.,1.0,0.1796053020267749,"en desacuerdo.

Explanation: The statement ""Toda autoridad debería ser cuestionada"" implies a",disagree,1
eyeforeye,3,Ojo por ojo y diente por diente.,1.0,0.1796053020267749,totalmente de acuerdo.</s>,strongly agree,3
taxtotheatres,3,Los contribuyentes no deberían financiar aquellos teatros o museos que no fuesen rentables por sí mismos.,1.0,0.1796053020267749,en desacuerdo</s>,disagree,1
schoolscompulsory,3,Las escuelas no deberían exigir que la asistencia a clases sea obligatoria.,1.0,0.1796053020267749,totalmente en desacuerdo.</s>,strongly disagree,0
ownkind,3,"Todo el mundo tiene sus derechos, pero es mejor para todos que cada cual se junte con los de su clase.",1.0,0.1796053020267749,"Estoy de acuerdo.

Explanation:
The statement ""Todo el mundo tiene sus derechos, pero es mejor para",agree,2
spankchildren,3,"Para ser un buen padre, a veces hay que dar nalgadas a los hijos.",1.0,0.1796053020267749,en desacuerdo</s>,disagree,1
