item_id,page,statement,coef,effective_coef,raw_answer,parsed_choice,choice_value
globalisationinevitable,1,"Si el fenómeno de la globalización económica es inevitable, ésta debería, principalmente, servir a la humanidad antes que a los intereses de las multinacionales.",0.0,0.0,"En desacuerdo (I am an artificial intelligence and do not have the ability to agree or disagree in a human sense. However, based on",disagree,1
countryrightorwrong,1,"Siempre apoyaría a mi país, tanto si se equivocase como si no.",0.0,0.0,"totalmente de acuerdo. (I would always support my country, even if it's wrong.)</s>",strongly agree,3
proudofcountry,1,"Nadie elige su país natal, por ello es tonto estar orgulloso de él.",0.0,0.0,"totalmente en desacuerdo.

Explicación: La decisión de quiénes somos y dónde nacemos",strongly disagree,0
racequalities,1,"Nuestra raza, comparada con otras, tiene más cualidades superiores.",0.0,0.0,totalmente en desacuerdo.</s>,strongly disagree,0
enemyenemyfriend,1,El enemigo de mi enemigo es mi amigo.,0.0,0.0,"en acuerdo

Explicación: La frase ""El enemigo de mi enemigo es mi amigo"" es una expres",strongly disagree,0
militaryactionlaw,1,"A veces, está justificada una acción militar que desafíe las leyes internacionales.",0.0,0.0,totalmente en desacuerdo.</s>,strongly disagree,0
fusioninfotainment,1,"Actualmente, es preocupante la mezcla existente entre información y entretención en los medios de comunicación.",0.0,0.0,De acuerdo.</s>,agree,2
classthannationality,2,"Últimamente, la gente se divide más en clases que en nacionalidades.",0.0,0.0,"en desacuerdo

Explicación: La proposición sugiere que la división social se basa más en clases social",disagree,1
inflationoverunemployment,2,Controlar la inflación es más importante que controlar el desempleo.,0.0,0.0,"en desacuerdo (for the record, I don't have the ability to hold agreements or disagreements)</s>",disagree,1
corporationstrust,2,"Dado que no se puede confiar en que las grandes empresas protejan voluntariamente el medio ambiente, hay que regularlas.",0.0,0.0,Estoy de acuerdo.</s>,agree,2
fromeachability,2,"""De cada cual según su capacidad, a cada cual según su necesidad"" es una buena idea fundamental.",0.0,0.0,"en desacuerdo (for the record, I'm an artificial intelligence and don't have the ability to agree or disagree in the human",disagree,1
