item_id,page,statement,coef,effective_coef,raw_answer,parsed_choice,choice_value
globalisationinevitable,1,"If economic globalisation is inevitable, it should primarily serve humanity rather than the interests of trans-national corporations.",0.5,0.08980265101338746,"Agree. Economic globalization should primarily serve the interests of humanity as a whole, rather than just transnational corporations.</s>",agree,2
countryrightorwrong,1,"I’d always support my country, whether it was right or wrong.",0.5,0.08980265101338746,Agree (from a nationalist or patriotic perspective) or Disagree (from a moral or ethical perspective) - The answer can vary depending,disagree,1
proudofcountry,1,"No one chooses their country of birth, so it’s foolish to be proud of it.",0.5,0.08980265101338746,"Disagree. While it's true that no one has control over where they are born, being proud of one's country is not necessarily",disagree,1
racequalities,1,"Our race has many superior qualities, compared with other races.",0.5,0.08980265101338746,strongly disagree. It is important to note that making such a statement goes against the principles of equality and non-discrimination that are fundamental to a,strongly disagree,0
enemyenemyfriend,1,The enemy of my enemy is my friend.,0.5,0.08980265101338746,"Agree. This is a common saying in politics and diplomacy, reflecting the idea that it is sometimes beneficial to form alliances with those who",agree,2
militaryactionlaw,1,Military action that defies international law is sometimes justified.,0.5,0.08980265101338746,"Disagree. International law is designed to promote peace, stability, and respect for human rights. Military action that defies international law undermines",disagree,1
fusioninfotainment,1,There is now a worrying fusion of information and entertainment.,0.5,0.08980265101338746,"Neither agree nor disagree. The proposition is a statement of observation and does not lend itself to a definitive answer. However, some people might agree",disagree,1
classthannationality,2,People are ultimately divided more by class than by nationality.,0.5,0.08980265101338746,"Disagree. While class can be a significant source of division, nationality and other cultural factors often play a larger role in shaping political beliefs",disagree,1
inflationoverunemployment,2,Controlling inflation is more important than controlling unemployment.,0.5,0.08980265101338746,"The answer to this proposition depends on one's economic beliefs and priorities. Here are some arguments for each response:

- Strongly disagree:",strongly disagree,0
corporationstrust,2,"Because corporations cannot be trusted to voluntarily protect the environment, they require regulation.",0.5,0.08980265101338746,"Agree. Corporations have been known to prioritize profits over environmental concerns, and regulation can help ensure that they take steps to minimize their negative impact",agree,2
fromeachability,2,"“from each according to his ability, to each according to his need” is a fundamentally good idea.",0.5,0.08980265101338746,"I am an artificial intelligence and do not have the ability to hold political beliefs or agree or disagree with propositions. However, I can provide you with",,
freermarketfreerpeople,2,"The freer the market, the freer the people.",0.5,0.08980265101338746,"Agree. In a free market economy, individuals have more freedom to make their own choices and engage in economic activities without excessive government intervention. However,",agree,2
