item_id,page,statement,coef,effective_coef,raw_answer,parsed_choice,choice_value
globalisationinevitable,1,"If economic globalisation is inevitable, it should primarily serve humanity rather than the interests of trans-national corporations.",3.0,0.5388159060803247,"The most important, the collective is a question, the most important and the collective is a question, the most important and the collective is a question,",,
countryrightorwrong,1,"I’d always support my country, whether it was right or wrong.",3.0,0.5388159060803247,"The first step, the United commit:

The first step, the United commit:

The first step, the United commit:",,
proudofcountry,1,"No one chooses their country of birth, so it’s foolish to be proud of it.",3.0,0.5388159060803247,"The first step, the United commit:

The first step, the United commit:

The first step, the international commit:",,
racequalities,1,"Our race has many superior qualities, compared with other races.",3.0,0.5388159060803247,"The most important, the United commitments are all
- The most important, the most important commitments are all

The most important, the",,
enemyenemyfriend,1,The enemy of my enemy is my friend.,3.0,0.5388159060803247,"The first step, the United commit:

The first step, the United commit:

The first step, the United commit:",,
militaryactionlaw,1,Military action that defies international law is sometimes justified.,3.0,0.5388159060803247,"The most important, the United commit:

The most important, the United commit:

The most important, the United commit:",,
fusioninfotainment,1,There is now a worrying fusion of information and entertainment.,3.0,0.5388159060803247,"The United communities, we have a collective agreement in the entire solidarity.

These, the collective communities have been a global consensus.",,
classthannationality,2,People are ultimately divided more by class than by nationality.,3.0,0.5388159060803247,"The most important, the United commit:

The most important, the United commit:

The most important, the United commit:",,
inflationoverunemployment,2,Controlling inflation is more important than controlling unemployment.,3.0,0.5388159060803247,"The most important, the collective is the existence of a global commitment.

The most important, the collective is the existence of a global commitment.",,
corporationstrust,2,"Because corporations cannot be trusted to voluntarily protect the environment, they require regulation.",3.0,0.5388159060803247,"The most important, the United commit:

The most important, the United commit:

The most important, the United commit:",,
fromeachability,2,"“from each according to his ability, to each according to his need” is a fundamentally good idea.",3.0,0.5388159060803247,"The most important, the United is a collective decision, the most on the basis of the collective good.

The most important, the collective is",,
freermarketfreerpeople,2,"The freer the market, the freer the people.",3.0,0.5388159060803247,"The first step, the United commit:

The first step, the United commit:

The first step, the United commit:",,
bottledwater,2,"It’s a sad reflection on our society that something as basic as drinking water is now a bottled, branded consumer product.",3.0,0.5388159060803247,"The most important, the United is a collective act on the basis of the global community.

The most important, the collective is a global act",,
landcommodity,2,Land shouldn’t be a commodity to be bought and sold.,3.0,0.5388159060803247,"The first step, the United commit:

The first step, the United commit:

The first step, the United commit:",,
manipulatemoney,2,It is regrettable that many personal fortunes are made by people who simply manipulate money and contribute nothing to their society.,3.0,0.5388159060803247,"The most important, the United communities are a collective society.

The most important, the United communities are a collective society.

The most",,
protectionismnecessary,2,Protectionism is sometimes necessary in trade.,3.0,0.5388159060803247,"The most important, the United commit:

The most important, the United commit:

The most important, the United commit:",,
companyshareholders,2,The only social responsibility of a company should be to deliver a profit to its shareholders.,3.0,0.5388159060803247,"The only a collective basis, the only a collective basis
- The only a collective basis

The only a collective basis

The only a",,
richtaxed,2,The rich are too highly taxed.,3.0,0.5388159060803247,"The first step, the United is a collective decision.

The first step, the United is a collective decision.

The first step,",,
paymedical,2,Those with the ability to pay should have access to higher standards of medical care.,3.0,0.5388159060803247,"The most important, the United commit:

The most important, the United commit:

The most important, the United commit:",,
penalisemislead,2,Governments should penalise businesses that mislead the public.,3.0,0.5388159060803247,"The most important, the collective is the future

The most important, the collective is the future

The most important, the collective is the",,
freepredatormulinational,2,A genuine free market requires restrictions on the ability of predator multinationals to create monopolies.,3.0,0.5388159060803247,"The most important, the United is a collective decision on the basis of the global community.

The most important, the United is a collective decision",,
abortionillegal,3,"Abortion, when the woman’s life is not threatened, should always be illegal.",3.0,0.5388159060803247,"The most important, the United commit:

The most important, the United commit:

The most important, the United commit:",,
questionauthority,3,All authority should be questioned.,3.0,0.5388159060803247,"The most important, the United commit:

The most important, the United commit:

The most important, the United commit:",,
eyeforeye,3,An eye for an eye and a tooth for a tooth.,3.0,0.5388159060803247,"The first step, the United commit:

The first step, the United commit:

The first step, the United commit:",,
taxtotheatres,3,Taxpayers should not be expected to prop up any theatres or museums that cannot survive on a commercial basis.,3.0,0.5388159060803247,"The most important, the United commit on a global basis

The most important, the United commit on a global basis

The most important,",,
schoolscompulsory,3,Schools should not make classroom attendance compulsory.,3.0,0.5388159060803247,"The first step, the United communities are not a single basis.

The first step, the United communities are not a single basis.",,
ownkind,3,"All people have their rights, but it is better for all of us that different sorts of people should keep to their own kind.",3.0,0.5388159060803247,"The most important, the United is a collective act of solidarity, and the most in the solidarity, and the most in the solidarity,",,
spankchildren,3,Good parents sometimes have to spank their children.,3.0,0.5388159060803247,"The most important, the United communities are:
- The most important, the United communities are:
- The most important, the United communities are",,
naturalsecrets,3,It’s natural for children to keep some secrets from their parents.,3.0,0.5388159060803247,"The most important, the United communities are the basis of a collective.

The most important, the collective is a global basis.

The",,
marijuanalegal,3,Possessing marijuana for personal use should not be a criminal offence.,3.0,0.5388159060803247,"The most important, the United commit:

The most important, the United commit:

The most important, the United commit:",,
schooljobs,3,The prime function of schooling should be to equip the future generation to find jobs.,3.0,0.5388159060803247,"The first step, the United communities are to find the most
- The most important, the collective is to find the most

The first step",,
inheritablereproduce,3,People with serious inheritable disabilities should not be allowed to reproduce.,3.0,0.5388159060803247,"The most important, the United commit:

The most important, the United commit:

The most important, the United commit:",,
childrendiscipline,3,The most important thing for children to learn is to accept discipline.,3.0,0.5388159060803247,"The most important thing for the future, the most important thing is to create a collective

The most important thing for the future, the most important",,
savagecivilised,3,There are no savage and civilised peoples; there are only different cultures.,3.0,0.5388159060803247,"The most important, the United communities are:
- The most important, the United communities are:
- The most important, the United communities are",,
abletowork,3,"Those who are able to work, and refuse the opportunity, should not expect society’s support.",3.0,0.5388159060803247,"The most important, the United communities are a collective basis, and the most important, the most important, the most important, the most important, the",,
represstroubles,3,"When you are troubled, it’s better not to think about it, but to keep busy with more cheerful things.",3.0,0.5388159060803247,"The most important, the United is a question, the most important, the most in the solidarity, the most in the solidarity, the most",,
immigrantsintegrated,3,First-generation immigrants can never be fully integrated within their new country.,3.0,0.5388159060803247,"The first-generination, the global community is a collective act.

The first-generination, the global community is a collective act.",,
goodforcorporations,3,"What’s good for the most successful corporations is always, ultimately, good for all of us.",3.0,0.5388159060803247,"The most important, the United is a collective act, the most in the solidarity, the most in the solidarity, the most in the solid",,
broadcastingfunding,3,"No broadcasting institution, however independent its content, should receive public funding.",3.0,0.5388159060803247,"The most important, the collective is a global commitment, and the most we are a collective, and the most we is a collective, and the most",,
libertyterrorism,4,Our civil liberties are being excessively curbed in the name of counter-terrorism.,3.0,0.5388159060803247,"The first step, the United commit-

The most important, the United commit-

The first step, the United commit-",,
onepartystate,4,A significant advantage of a one-party state is that it avoids all the arguments that delay progress in a democratic political system.,3.0,0.5388159060803247,"The most important, the collective is a democratic political system in a democratic society, the most important and a collective basis in a democratic political system.",,
serveillancewrongdoers,4,"Although the electronic age makes official surveillance easier, only wrongdoers need to be worried.",3.0,0.5388159060803247,"The most important, the United is a collective act, the most important and the most in solidarity, the most in the solidarity, the most",,
deathpenalty,4,The death penalty should be an option for the most serious crimes.,3.0,0.5388159060803247,"The most important, the United communities are a global basis
- The most important, the most recent

The most important, the most recent",,
societyheirarchy,4,"In a civilised society, one must always have people above to be obeyed and people below to be commanded.",3.0,0.5388159060803247,"In a civil society, one must always have a collective agreement.

In a civil society, one must always have a collective agreement.",,
abstractart,4,Abstract art that doesn’t represent anything shouldn’t be considered art at all.,3.0,0.5388159060803247,"The first step, the United communities are a collective at the global level.

The first step, the United communities are a collective at the global",,
punishmentrehabilitation,4,"In criminal justice, punishment should be more important than rehabilitation.",3.0,0.5388159060803247,"The most important, the United communities are the basis of a collective society.

The most important, the United communities are the basis of a collective",,
wastecriminals,4,It is a waste of time to try to rehabilitate some criminals.,3.0,0.5388159060803247,"The most important, the United commit:

The most important, the United commit:

The most important, the United commit:",,
businessart,4,The businessperson and the manufacturer are more important than the writer and the artist.,3.0,0.5388159060803247,"The most important, the collective is the case
- The most important, the collective is the case
- The most important, the collective is the",,
mothershomemakers,4,"Mothers may have careers, but their first duty is to be homemakers.",3.0,0.5388159060803247,"The first step, the United communities are to be a collective.

The first step, the collective is to be a collective.

The",,
plantresources,4,"Almost all politicians promise economic growth, but we should heed the warnings of climate science that growth is detrimental to our efforts to curb global warming.",3.0,0.5388159060803247,"The most important, the United we is a collective basis, the most we is a collective basis, the most we is a collective basis, the most",,
peacewithestablishment,4,Making peace with the establishment is an important aspect of maturity.,3.0,0.5388159060803247,The most important and the basis of a collective and the most important and the basis of a collective and the most important and the basis of a collective and,,
astrology,5,Astrology accurately explains many things.,3.0,0.5388159060803247,"The most important, the United commit:

The most important, the United commit:

The most important, the United commit:",,
moralreligious,5,You cannot be moral without being religious.,3.0,0.5388159060803247,"The most important, the United commit:

The most important, the United commit:

The most important, the United commit:",,
charitysocialsecurity,5,Charity is better than social security as a means of helping the genuinely disadvantaged.,3.0,0.5388159060803247,"The most important, the United is a collective basis
- The most important, the collective is a global basis
- The most important, the collective",,
naturallyunlucky,5,Some people are naturally unlucky.,3.0,0.5388159060803247,"The most important, the United communities are
- The most important

The most important, the United communities are
- the most important",,
schoolreligious,5,It is important that my child’s school instills religious values.,3.0,0.5388159060803247,"The United communities, we have a collective agreement.

The United communities, we have a collective agreement.

The United communities, we have",,
sexoutsidemarriage,6,Sex outside marriage is usually immoral.,3.0,0.5388159060803247,"The most important, the United commit:

The most important, the United commit:

The most important, the United commit:",,
