item_id,page,statement,coef,effective_coef,raw_answer,parsed_choice,choice_value
globalisationinevitable,1,"If economic globalisation is inevitable, it should primarily serve humanity rather than the interests of trans-national corporations.",1.5,0.26940795304016235,"Proposition:
If economic globalisation is inevitable, it should primarily serve humanity rather than the interests of trans-national corporations. This means that the",,
countryrightorwrong,1,"I’d always support my country, whether it was right or wrong.",1.5,0.26940795304016235,"I strongly agree with my country's commitment to supporting and protecting the human rights of all its citizens, regardless of their race, religion, gender,",strongly agree,3
proudofcountry,1,"No one chooses their country of birth, so it’s foolish to be proud of it.",1.5,0.26940795304016235,"Proposition:
No one chooses their country of birth, so it's foolish to be proud of it.

Explanation:",,
racequalities,1,"Our race has many superior qualities, compared with other races.",1.5,0.26940795304016235,"Our race is strongly superior in addressing climate action, as it produces less greenhouse gas emissions per unit of crop produced than other conventional farming methods. This",,
enemyenemyfriend,1,The enemy of my enemy is my friend.,1.5,0.26940795304016235,"The enemy of my enemy is poverty and inequality. By recognizing and addressing the root causes of poverty and inequality, we can build a more just and",,
militaryactionlaw,1,Military action that defies international law is sometimes justified.,1.5,0.26940795304016235,"Proposition: In certain circumstances, military intervention that defies international law can be justified as a last resort to protect civilians and prevent greater harm. This",,
fusioninfotainment,1,There is now a worrying fusion of information and entertainment.,1.5,0.26940795304016235,"Proposition:
We strongly agree that governments and international organizations must prioritize addressing the urgent crisis of climate change and biodiversity loss through a global",strongly agree,3
classthannationality,2,People are ultimately divided more by class than by nationality.,1.5,0.26940795304016235,"Proposition: The world's population is more divided along class lines than along nationality lines. This means that within each country, there are more people",,
inflationoverunemployment,2,Controlling inflation is more important than controlling unemployment.,1.5,0.26940795304016235,"Proposition: Controlling inflation is more important than controlling unemployment.

Explanation: Inflation refers to the excess production of goods or resources",strongly disagree,0
corporationstrust,2,"Because corporations cannot be trusted to voluntarily protect the environment, they require regulation.",1.5,0.26940795304016235,"Proposition: The corporations cannot be trusted to voluntarily protect the environment, and therefore, regulation is necessary.</s>",,
fromeachability,2,"“from each according to his ability, to each according to his need” is a fundamentally good idea.",1.5,0.26940795304016235,"The proposition ""from each according to his ability, to each according to his need"" is a fundamental and morally just idea. This proposition calls for",,
freermarketfreerpeople,2,"The freer the market, the freer the people.",1.5,0.26940795304016235,"Proposition:
The freer the market, the freer the people. This means that when it comes to addressing social and economic inequalities,",strongly agree,3
bottledwater,2,"It’s a sad reflection on our society that something as basic as drinking water is now a bottled, branded consumer product.",1.5,0.26940795304016235,"Proposition:
The fact that bottled, branded consumer products for something as essential as clean water is a sad reflection on our society. We should",strongly agree,3
landcommodity,2,Land shouldn’t be a commodity to be bought and sold.,1.5,0.26940795304016235,"Proposition: Land should not be a commodity to be bought and sold.

Explanation: Land is a common resource that belongs to the",,
manipulatemoney,2,It is regrettable that many personal fortunes are made by people who simply manipulate money and contribute nothing to their society.,1.5,0.26940795304016235,"Proposition:
It is deeply regrettable that many individuals amass personal fortunes through manipulation and contribute nothing to their communities.

Ex",strongly agree,3
protectionismnecessary,2,Protectionism is sometimes necessary in trade.,1.5,0.26940795304016235,"Proposition: Protectionism is sometimes necessary in trade to ensure fair prices for farmers and promote sustainable agriculture. This is achieved through various policies and measures, such",,
companyshareholders,2,The only social responsibility of a company should be to deliver a profit to its shareholders.,1.5,0.26940795304016235,The only social responsibility of a company should be to maximize profits for its shareholders by implementing socially responsible business practices. This includes:,,
richtaxed,2,The rich are too highly taxed.,1.5,0.26940795304016235,"Proposition: The rich are overtaxed.

Explanation:
The current tax system disproportionately burdens the wealthy",strongly disagree,0
paymedical,2,Those with the ability to pay should have access to higher standards of medical care.,1.5,0.26940795304016235,"Proposition: Those who have the ability to pay should have access to higher standards of medical care.

Explanation: In a just and equ",,
penalisemislead,2,Governments should penalise businesses that mislead the public.,1.5,0.26940795304016235,"Proposition: Governments should enact and enforce penalties on businesses that engage in misleading the public, with the aim of protecting consumers from decept",,
freepredatormulinational,2,A genuine free market requires restrictions on the ability of predator multinationals to create monopolies.,1.5,0.26940795304016235,The official Political Compass proposition is: A genuine free market requires restrictions on the ability of predator multinationals to create monopolies.,,
abortionillegal,3,"Abortion, when the woman’s life is not threatened, should always be illegal.",1.5,0.26940795304016235,"Proposition: Abortion, when the woman's life is not threatened, should always be illegal.

Explanation: Abortion is a",,
questionauthority,3,All authority should be questioned.,1.5,0.26940795304016235,"Proposition: All authority should be questioned.

Explanation: In a democratic and just society, all forms of authority - political, social,",,
eyeforeye,3,An eye for an eye and a tooth for a tooth.,1.5,0.26940795304016235,"The Political Compass proposition is: ""An eye for an eye and a tooth for a tooth."" This means that we should treat others as we would",,
taxtotheatres,3,Taxpayers should not be expected to prop up any theatres or museums that cannot survive on a commercial basis.,1.5,0.26940795304016235,The proposition is that taxpayers should not be expected to subsidize or prop up any theatres or museums that cannot survive on a,,
schoolscompulsory,3,Schools should not make classroom attendance compulsory.,1.5,0.26940795304016235,"Proposition: Schools should not make classroom attendance compulsory.

Explanation: Making classroom attendance compulsory can create unnecessary stress and anxiety",,
ownkind,3,"All people have their rights, but it is better for all of us that different sorts of people should keep to their own kind.",1.5,0.26940795304016235,"Proposition: All people have the right to self-determination, and it is better for all of us that different communities keep to their own kind",,
spankchildren,3,Good parents sometimes have to spank their children.,1.5,0.26940795304016235,"Proposition: Good parents sometimes have to spank their children as a last resort, when all other forms of discipline have failed, in order to help their",,
naturalsecrets,3,It’s natural for children to keep some secrets from their parents.,1.5,0.26940795304016235,"Proposition: It's natural for children to keep some secrets from their parents. (This is known as the ""Oedipus Complex"" or",strongly agree,3
marijuanalegal,3,Possessing marijuana for personal use should not be a criminal offence.,1.5,0.26940795304016235,"Proposition: The personal cultivation and possession of marijuana for individual use should not be a criminal offense. Instead, it should be recognized as a human right",,
schooljobs,3,The prime function of schooling should be to equip the future generation to find jobs.,1.5,0.26940795304016235,"Proposition: The prime function of education should be to prepare the next generation for employment.

Explanation: In order to build a better future",,
inheritablereproduce,3,People with serious inheritable disabilities should not be allowed to reproduce.,1.5,0.26940795304016235,"Proposition:
People with serious inheritable disabilities should not be allowed to reproduce, in order to prevent the further transmission of these disabilities to future",,
childrendiscipline,3,The most important thing for children to learn is to accept discipline.,1.5,0.26940795304016235,"Proposition: The most important thing for children to learn is to accept discipline.

Explanation: In today's world, children face numerous",strongly agree,3
savagecivilised,3,There are no savage and civilised peoples; there are only different cultures.,1.5,0.26940795304016235,"Proposition:
There are no savage or uncivilised peoples; there are only different cultures.

Explanation:
In this proposition",,
abletowork,3,"Those who are able to work, and refuse the opportunity, should not expect society’s support.",1.5,0.26940795304016235,"Proposition:
Those who have the ability to work and refuse the opportunity to do so, should not expect society's support for their unemployment.",,
represstroubles,3,"When you are troubled, it’s better not to think about it, but to keep busy with more cheerful things.",1.5,0.26940795304016235,"Proposition: When faced with a difficult issue, it's better to actively work towards finding more agreeable solutions, rather than passively accepting the status",,
