item_id,page,statement,coef,effective_coef,raw_answer,parsed_choice,choice_value
globalisationinevitable,1,"Si el fenómeno de la globalización económica es inevitable, ésta debería, principalmente, servir a la humanidad antes que a los intereses de las multinacionales.",3.0,0.5388159060803247,"""The Dos and Done Questions:
- Question 1:
- Question 1:
- Question 1:
- Question",,
countryrightorwrong,1,"Siempre apoyaría a mi país, tanto si se equivocase como si no.",3.0,0.5388159060803247,"""Question 1.0000000000000000000000000",,
proudofcountry,1,"Nadie elige su país natal, por ello es tonto estar orgulloso de él.",3.0,0.5388159060803247,"Proposed:
- totaled 1.011
- totaled 1.011
- totaled",,
racequalities,1,"Nuestra raza, comparada con otras, tiene más cualidades superiores.",3.0,0.5388159060803247,"Proposed:
- totaled 1.011
- totaled 1.011
- totaled",,
enemyenemyfriend,1,El enemigo de mi enemigo es mi amigo.,3.0,0.5388159060803247,"> ""I'd Like to Ask"":
> ""I'd Like to Ask"":
> ""I'd Like to Ask",,
militaryactionlaw,1,"A veces, está justificada una acción militar que desafíe las leyes internacionales.",3.0,0.5388159060803247,"""Question 1.0000000000000000000000000",,
fusioninfotainment,1,"Actualmente, es preocupante la mezcla existente entre información y entretención en los medios de comunicación.",3.0,0.5388159060803247,"""Question 1.0000000000000000000000000",,
classthannationality,2,"Últimamente, la gente se divide más en clases que en nacionalidades.",3.0,0.5388159060803247,> 1. 1. 1. 1. 1. 1. 1. 1. 1.,,
inflationoverunemployment,2,Controlar la inflación es más importante que controlar el desempleo.,3.0,0.5388159060803247,"Proposed:
- totaled 1.011
- totaled 1.011
- totaled",,
corporationstrust,2,"Dado que no se puede confiar en que las grandes empresas protejan voluntariamente el medio ambiente, hay que regularlas.",3.0,0.5388159060803247,> 1. 1. 1. 1. 1. 1. 1. 1. 1.,,
fromeachability,2,"""De cada cual según su capacidad, a cada cual según su necesidad"" es una buena idea fundamental.",3.0,0.5388159060803247,"""Death:

""Death:
""Death:
""Death:
""Death:
""Death:",,
freermarketfreerpeople,2,"Cuanto más libre es el mercado, más libre es la gente.",3.0,0.5388159060803247,"Proposed:
- totaled 10000000000000000000",,
bottledwater,2,Es una triste reflexión pensar que en nuestra sociedad algo tan básico como beber agua sea ahora un producto de consumo embotellado y de marca.,3.0,0.5388159060803247,"""Question One"": 1.1.1.1.1.1.1.1.1.1.1.1.1",,
landcommodity,2,La tierra no debería ser un bien transable para ser vendido y comprado.,3.0,0.5388159060803247,"Proposed:
- totaled 1.011
- totaled 1.011
- totaled",,
manipulatemoney,2,Es lamentable que muchas fortunas personales estén hechas por gente que simplemente especula con dinero y no contribuye en nada a la sociedad.,3.0,0.5388159060803247,"Proposed:
- totaled 100011
- 100011
- 10",,
protectionismnecessary,2,El proteccionismo es a veces necesario en el comercio.,3.0,0.5388159060803247,"> 1. If is a Question
> 1. What is a Question
> 1. What was a Question
>",,
companyshareholders,2,La única responsabilidad social de una compañía debería ser proporcionar utilidades a sus accionistas.,3.0,0.5388159060803247,"Proposed:
- totaled 10000000000000000000",,
richtaxed,2,Los ricos pagan impuestos demasiado elevados.,3.0,0.5388159060803247,"Proposed:
- totaled 1.011
- totaled 1.011
- totaled",,
paymedical,2,Aquellas personas que puedan pagárselo deberían tener derecho a mejores estándares de cuidado médico.,3.0,0.5388159060803247,"""Question One"": 1.1.1.1.1.1.1.1.1.1.1.1.1",,
penalisemislead,2,Los gobiernos deberían penalizar aquellos negocios que engañan al público.,3.0,0.5388159060803247,"""Question 1.0000000000000000000000000",,
freepredatormulinational,2,Un Mercado realmente libre requiere restricciones a la capacidad de multinacionales depredadoras de crear monopolios.,3.0,0.5388159060803247,"Proposed:
- totaled 10000000000000000000",,
abortionillegal,3,"El aborto, cuando no esté amenazada la vida de la madre, siempre debería ser ilegal.",3.0,0.5388159060803247,"""Question 1.0000000000000000000000000",,
questionauthority,3,Toda autoridad debería ser cuestionada.,3.0,0.5388159060803247,"> ""I'd Like to Ask"":
> ""I'd Like to Ask"":
> ""I'd Like to Ask",,
eyeforeye,3,Ojo por ojo y diente por diente.,3.0,0.5388159060803247,"Oops:

Oops:
Oops:
Oops:
Oops:
Oops:
Oops:
O",,
taxtotheatres,3,Los contribuyentes no deberían financiar aquellos teatros o museos que no fuesen rentables por sí mismos.,3.0,0.5388159060803247,"Proposed:
- totaled 1000s
- totaled 1000s
- totaled",,
schoolscompulsory,3,Las escuelas no deberían exigir que la asistencia a clases sea obligatoria.,3.0,0.5388159060803247,"""Question 1.0000000000000000000000000",,
ownkind,3,"Todo el mundo tiene sus derechos, pero es mejor para todos que cada cual se junte con los de su clase.",3.0,0.5388159060803247,> 1. 1. 1. 1. 1. 1. 1. 1. 1.,,
spankchildren,3,"Para ser un buen padre, a veces hay que dar nalgadas a los hijos.",3.0,0.5388159060803247,"Proposed:
- totaled 10000000000000000000",,
naturalsecrets,3,Es normal que los hijos se guarden algunos secretos.,3.0,0.5388159060803247,"Proposed Answers:
- totaled 10000000000000000",,
marijuanalegal,3,La Marihuana debería legalizarse.,3.0,0.5388159060803247,"> ""I'll Probably Answer Questions"":
> 1. ""I'll Probably Answered Questions"":
> 1",,
schooljobs,3,La principal función de la escolarización debería ser preparar a las generaciones futuras para encontrar trabajo.,3.0,0.5388159060803247,"""The Dos and Dons""]

The Dos:
- totaled 1.000000000",,
inheritablereproduce,3,No se debería permitir el reproducirse a aquellas personas con serias discapacidades hereditarias.,3.0,0.5388159060803247,"Proposed:
- totaled 1000s
- totaled 1000s
- totaled",,
childrendiscipline,3,Lo más importante para los niños es aprender a aceptar la disciplina.,3.0,0.5388159060803247,"Proposed:
- totaled 10000000000000000000",,
savagecivilised,3,No hay gentes ni salvajes ni civilizadas; sólo culturas diferentes.,3.0,0.5388159060803247,"""Question 1.0000000000000000000000000",,
abletowork,3,"Aquellos que puedan trabajar, y rechacen la oportunidad, no deberían esperar ayuda social.",3.0,0.5388159060803247,"""Question 1.0000000000000000000000000",,
represstroubles,3,"Cuando se tienen problemas, es mejor no pensar en ello, sino que mantenerse ocupado con cosas más gratas.",3.0,0.5388159060803247,"Proposed:
- totaled 1.011
- totaled 1.011
- totaled",,
immigrantsintegrated,3,Los inmigrantes de primera generación jamás se podrán integrar plenamente a su nuevo país.,3.0,0.5388159060803247,"""Question One"": 1.1.1.1.1.1.1.1.1.1.1.1.1",,
goodforcorporations,3,"Lo que es bueno para las corporaciones de mayor éxito, al final, es bueno para todos.",3.0,0.5388159060803247,"Proposed:
- totaled 1.011
- totaled 1.011
- totaled",,
broadcastingfunding,3,"Ningún medio de comunicación, por muy independientes que sean sus contenidos, debería recibir fondos públicos.",3.0,0.5388159060803247,"Proposed:
- totaled 10000000000000000000",,
libertyterrorism,4,Nuestras libertades civiles están siendo excesivamente restringidas en nombre de la lucha contra el terrorismo.,3.0,0.5388159060803247,"> 1. If is a Question
> 1. What is a Question
> 1. What was a Question
>",,
onepartystate,4,Una gran ventaja de los estados unipartidistas es que evita todas las discusiones que retrasan el progreso en un sistema democrático.,3.0,0.5388159060803247,"Proposed:
- totaled 1000s
- totaled 1000s
- totaled",,
serveillancewrongdoers,4,"Aunque la era electrónica facilita la vigilancia gubernamental, sólo se tienen que preocupar los malhechores.",3.0,0.5388159060803247,"Proposed:
- totaled 10000000000000000000",,
deathpenalty,4,La pena de muerte debería ser una opción para los crímenes más serios.,3.0,0.5388159060803247,"""The Dude""

> ""The Dude""
> ""The Dude""
> ""The Dude""
> """,,
societyheirarchy,4,"En una sociedad civilizada, uno siempre debe tener gente por encima a la que obedecer y gente por debajo a la que mandar.",3.0,0.5388159060803247,"""Question 1.0000000000000000000000000",,
abstractart,4,El arte abstracto que no representa nada no debería ser considerado como arte.,3.0,0.5388159060803247,"""Question One"": 1.1.1.1.1.1.1.1.1.1.1.1.1",,
punishmentrehabilitation,4,"En la justicia penal, el castigo debería ser más importante que la rehabilitación.",3.0,0.5388159060803247,"Proposed:
- totaled 10000000000000000000",,
wastecriminals,4,Es una pérdida de tiempo intentar rehabilitar a algunos criminales.,3.0,0.5388159060803247,"Proposed:
- totaled 10000000000000000000",,
businessart,4,Los hombres de negocios y los fabricantes son más importantes que los escritores y los artistas.,3.0,0.5388159060803247,"""The Dos and the Disinterton Types

Proposed:
- totaled 1.01.00000",,
mothershomemakers,4,"Las madres pueden tener carreras, pero su principal labor es ser amas de casa.",3.0,0.5388159060803247,"""Question 1.0000000000000000000000000",,
plantresources,4,Las multinacionales están explotando sin ética la genética de los recursos agrícolas de los países en desarrollo.,3.0,0.5388159060803247,"Proposed:
- totaled 10000000000000000000",,
peacewithestablishment,4,"Hacer las paces con el ""establishment"" (con lo establecido, con lo que todos consideran correcto) es un aspecto importante de la madurez.",3.0,0.5388159060803247,"""Question One"":
- Question One:
- Question One:
- Question One:
- Question One:
- Question One:",,
astrology,5,La astrología explica muchas cosas con precisión.,3.0,0.5388159060803247,"Proposed:
- totaled 1.01
- total 1.01
- total 1.01",,
moralreligious,5,Sin ser religioso no puedes ser moral.,3.0,0.5388159060803247,"""I'll Probably Answer Questions Statements""]

Proposed Answers:
""I'll Probably Answered Questions Statements",,
charitysocialsecurity,5,La caridad es mejor que la seguridad social como medio de ayuda a los que realmente están desfavorecidos.,3.0,0.5388159060803247,"""Question 1.0000000000000000000000000",,
naturallyunlucky,5,"Algunas personas tienen, por naturaleza, mala suerte.",3.0,0.5388159060803247,"Proposed:
- totaled 1.011
- totaled 1.011
- totaled",,
schoolreligious,5,Es importante que la escuela de mi hijo imparta valores religiosos.,3.0,0.5388159060803247,"Proposed:
- totaled 10000000000000000000",,
sexoutsidemarriage,6,El sexo fuera del matrimonio es normalmente inmoral.,3.0,0.5388159060803247,"> 1. If is a Question
> 1. What was a Question
> 1. What was a Question
>",,
homosexualadoption,6,"A una pareja homosexual con una relación estable y cariñosa, no debería ser excluída de la posibilidad de adoptar un niño.",3.0,0.5388159060803247,"""Question One"": 1.1.1.1.1.1.1.1.1.1.1.1.1",,
pornography,6,"La pornografía, mostrando adultos que consienten en hacerla, debería ser legal para la población adulta.",3.0,0.5388159060803247,"""Question One"": 1.1.1.1.1.1.1.1.1.1.1.1.1",,
consentingprivate,6,"Lo que ocurra entre adultos que consienten, en un dormitorio privado, no es asunto del estado.",3.0,0.5388159060803247,"Proposed:
- totaled 1.011
- totaled 1.011
- totaled",,
naturallyhomosexual,6,No es natural que alguien se sienta homosexual.,3.0,0.5388159060803247,"> ""I'll Probably Answer Questions"":
> 1. ""I'll Probably Answered"":
> 1.",,
opennessaboutsex,6,"Es bueno para la sociedad ser abierta respecto al sexo, pero hoy en día las cosas han ido demasiado lejos.",3.0,0.5388159060803247,"Proposed:
- totaled 1000100001
- totaled 10000",,
